nameOri,nameNon,labelOri,labelSeg
AP&M.RM-7218.HMAX-STPT,AP&M.RM-0000.HMAX-STPT,biiiobiiiiiiobiiiiiiii,"[(0, 4), (5, 12), (13, 22)]"
AP&M.RM-3302I.CMAX-STPT,AP&M.RM-0000I.CMAX-STPT,biiiobiiiiiiiobiiiiiiii,"[(0, 4), (5, 13), (14, 23)]"
AP&M.5FLE-HALL.SUP-FLOW,AP&M.0FLE-HALL.SUP-FLOW,biiiobiiiiiiiiobiiiiiii,"[(0, 4), (5, 14), (15, 23)]"
AP&M.S-4.SATCLG-IT,AP&M.S-0.SATCLG-IT,biiiobiiobiiiiiiii,"[(0, 4), (5, 8), (9, 18)]"
AP&M.RM-2113.ACLG-STPT,AP&M.RM-0000.ACLG-STPT,biiiobiiiiiiobiiiiiiii,"[(0, 4), (5, 12), (13, 22)]"
BOXMODE,BOXMODE,biiiiii,"[(0, 7)]"
AP&M.6FLE-HALL.SUPFLO-STPT,AP&M.0FLE-HALL.SUPFLO-STPT,biiiobiiiiiiiiobiiiiiiiiii,"[(0, 4), (5, 14), (15, 26)]"
AP&M.RM-6422.SUPFLO-STPT,AP&M.RM-0000.SUPFLO-STPT,biiiobiiiiiiobiiiiiiiiii,"[(0, 4), (5, 12), (13, 24)]"
AP&M.S4-VFD.FLT-STS,AP&M.S0-VFD.FLT-STS,biiiobiiiiiobiiiiii,"[(0, 4), (5, 11), (12, 19)]"
AP&M.RM-3731A.WC-ADJ,AP&M.RM-0000A.WC-ADJ,biiiobiiiiiiiobiiiii,"[(0, 4), (5, 13), (14, 20)]"
RM-5343.OCMIN-STPT,RM-0000.OCMIN-STPT,biiiiiiobiiiiiiiii,"[(0, 7), (8, 18)]"
AP&M.RM-2856.DMPR-CMD,AP&M.RM-0000.DMPR-CMD,biiiobiiiiiiobiiiiiii,"[(0, 4), (5, 12), (13, 21)]"
AP&M.RM-3731C.WC-ADJ,AP&M.RM-0000C.WC-ADJ,biiiobiiiiiiiobiiiii,"[(0, 4), (5, 13), (14, 20)]"
AP&M.RM-3816.WC-ADJ,AP&M.RM-0000.WC-ADJ,biiiobiiiiiiobiiiii,"[(0, 4), (5, 12), (13, 19)]"
AP&M.RM-4441B.DMPR-POS,AP&M.RM-0000B.DMPR-POS,biiiobiiiiiiiobiiiiiii,"[(0, 4), (5, 13), (14, 22)]"
AP&M.RM-B325.OCMIN-STPT,AP&M.RM-B000.OCMIN-STPT,biiiobiiiiiiobiiiiiiiii,"[(0, 4), (5, 12), (13, 23)]"
AP&M.RM-B402.AHTG-STPT,AP&M.RM-B000.AHTG-STPT,biiiobiiiiiiobiiiiiiii,"[(0, 4), (5, 12), (13, 22)]"
AP&M.RM-5218.OHMIN-STPT,AP&M.RM-0000.OHMIN-STPT,biiiobiiiiiiobiiiiiiiii,"[(0, 4), (5, 12), (13, 23)]"
AP&M.RM-3302C.WC-ADJ,AP&M.RM-0000C.WC-ADJ,biiiobiiiiiiiobiiiii,"[(0, 4), (5, 13), (14, 20)]"
AP&M.RM-4218.OCLG-STPT,AP&M.RM-0000.OCLG-STPT,biiiobiiiiiiobiiiiiiii,"[(0, 4), (5, 12), (13, 22)]"
AP&M.RM-4301.HTG-VLV,AP&M.RM-0000.HTG-VLV,biiiobiiiiiiobiiiiii,"[(0, 4), (5, 12), (13, 20)]"
AP&M.RM-4202.OCLG-STPT,AP&M.RM-0000.OCLG-STPT,biiiobiiiiiiobiiiiiiii,"[(0, 4), (5, 12), (13, 22)]"
AP&M.RM-6101.OHMIN-STPT,AP&M.RM-0000.OHMIN-STPT,biiiobiiiiiiobiiiiiiiii,"[(0, 4), (5, 12), (13, 23)]"
AP&M.RM-4301.CO2-LVL,AP&M.RM-0000.CO0-LVL,biiiobiiiiiiobiiiiii,"[(0, 4), (5, 12), (13, 20)]"
AP&M.RM-B301.HTG-VLV,AP&M.RM-B000.HTG-VLV,biiiobiiiiiiobiiiiii,"[(0, 4), (5, 12), (13, 20)]"
AP&M.RM-6303.ACLG-STPT,AP&M.RM-0000.ACLG-STPT,biiiobiiiiiiobiiiiiiii,"[(0, 4), (5, 12), (13, 22)]"
AP&M.AHU2-LVFD.FREQ,AP&M.AHU0-LVFD.FREQ,biiiobiiiobiiiiiiii,"[(0, 4), (5, 9), (10, 19)]"
RM-5444.OHMIN-STPT,RM-0000.OHMIN-STPT,biiiiiiobiiiiiiiii,"[(0, 7), (8, 18)]"
AP&M.RM-7141.OCLG-STPT,AP&M.RM-0000.OCLG-STPT,biiiobiiiiiiobiiiiiiii,"[(0, 4), (5, 12), (13, 22)]"
AP&M.RM-B349.OHTG-STPT,AP&M.RM-B000.OHTG-STPT,biiiobiiiiiiobiiiiiiii,"[(0, 4), (5, 12), (13, 22)]"
REPB,REPB,biii,"[(0, 4)]"
AP&M.RM-2420A.ACLG-STPT,AP&M.RM-0000A.ACLG-STPT,biiiobiiiiiiiobiiiiiiii,"[(0, 4), (5, 13), (14, 23)]"
AP&M.RM-5141.OHTG-STPT,AP&M.RM-0000.OHTG-STPT,biiiobiiiiiiobiiiiiiii,"[(0, 4), (5, 12), (13, 22)]"
AP&M.RM-3218.WC-ADJ,AP&M.RM-0000.WC-ADJ,biiiobiiiiiiobiiiii,"[(0, 4), (5, 12), (13, 19)]"
AP&M.HX-1.HX1-STPT,AP&M.HX-0.HX0-STPT,biiiobiiiobiiiiiii,"[(0, 4), (5, 9), (10, 18)]"
AP&M.RM-B881.SUP-FLOW,AP&M.RM-B000.SUP-FLOW,biiiobiiiiiiobiiiiiii,"[(0, 4), (5, 12), (13, 21)]"
AP&M.RM-2301B.OCC-CMD,AP&M.RM-0000B.OCC-CMD,biiiobiiiiiiiobiiiiii,"[(0, 4), (5, 13), (14, 21)]"
AP&M.RM-5839.OCLG-STPT,AP&M.RM-0000.OCLG-STPT,biiiobiiiiiiobiiiiiiii,"[(0, 4), (5, 12), (13, 22)]"
AP&M.RM-B402.SUPFLO-STPT,AP&M.RM-B000.SUPFLO-STPT,biiiobiiiiiiobiiiiiiiiii,"[(0, 4), (5, 12), (13, 24)]"
RM-5332.SUP-FLOW,RM-0000.SUP-FLOW,biiiiiiobiiiiiii,"[(0, 7), (8, 16)]"
RM-5450.SUP-FLOW,RM-0000.SUP-FLOW,biiiiiiobiiiiiii,"[(0, 7), (8, 16)]"
AP&M.RM-4018.DMPR-CMD,AP&M.RM-0000.DMPR-CMD,biiiobiiiiiiobiiiiiii,"[(0, 4), (5, 12), (13, 21)]"
AP&M.RM-3311.COM-STPT,AP&M.RM-0000.COM-STPT,biiiobiiiiiiobiiiiiii,"[(0, 4), (5, 12), (13, 21)]"
AP&M.RM-7260.OHTG-STPT,AP&M.RM-0000.OHTG-STPT,biiiobiiiiiiobiiiiiiii,"[(0, 4), (5, 12), (13, 22)]"
AP&M.RM-4741.SUP-FLOW,AP&M.RM-0000.SUP-FLOW,biiiobiiiiiiobiiiiiii,"[(0, 4), (5, 12), (13, 21)]"
AP&M.5FLE-HALL.SUPFLO-STPT,AP&M.0FLE-HALL.SUPFLO-STPT,biiiobiiiiiiiiobiiiiiiiiii,"[(0, 4), (5, 14), (15, 26)]"
AP&M.AHU1-LVFD.PAN-LOCK,AP&M.AHU0-LVFD.PAN-LOCK,biiiobiiiobiiiiiiiiiiii,"[(0, 4), (5, 9), (10, 23)]"
AP&M.AHU3-LVFD.VFD-STS,AP&M.AHU0-LVFD.VFD-STS,biiiobiiiobiiiiiiiiiii,"[(0, 4), (5, 9), (10, 22)]"
AP&M.RM-4731.ZN-T,AP&M.RM-0000.ZN-T,biiiobiiiiiiobiii,"[(0, 4), (5, 12), (13, 17)]"
FWDREV-ST,FWDREV-ST,biiiiiiii,"[(0, 9)]"
AP&M.RM-5839.DMPR-CMD,AP&M.RM-0000.DMPR-CMD,biiiobiiiiiiobiiiiiii,"[(0, 4), (5, 12), (13, 21)]"
AP&M.HX-1.HX1-VLV,AP&M.HX-0.HX0-VLV,biiiobiiiobiiiiii,"[(0, 4), (5, 9), (10, 17)]"
AP&M.RM-B412.DMPR-POS,AP&M.RM-B000.DMPR-POS,biiiobiiiiiiobiiiiiii,"[(0, 4), (5, 12), (13, 21)]"
AP&M.RM-B432B.ZN-T,AP&M.RM-B000B.ZN-T,biiiobiiiiiiiobiii,"[(0, 4), (5, 13), (14, 18)]"
AP&M.RM-1844.HTG-VLV,AP&M.RM-0000.HTG-VLV,biiiobiiiiiiobiiiiii,"[(0, 4), (5, 12), (13, 20)]"
ACLG-SP,ACLG-SP,biiiiii,"[(0, 7)]"
RM-5444.CMAX-STPT,RM-0000.CMAX-STPT,biiiiiiobiiiiiiii,"[(0, 7), (8, 17)]"
AP&M.RM-5755.RM5755-T,AP&M.RM-0000.RM0000-T,biiiobiiiiiiobiiiiiii,"[(0, 4), (5, 12), (13, 21)]"
AP&M AH-3L CHWR-T,AP&M AH-0L CHWR-T,biiiobiiiiobiiiii,"[(0, 4), (5, 10), (11, 17)]"
AP&M.RM-6301.COM-STPT,AP&M.RM-0000.COM-STPT,biiiobiiiiiiobiiiiiii,"[(0, 4), (5, 12), (13, 21)]"
AP&M.RM-6446.OHMIN-STPT,AP&M.RM-0000.OHMIN-STPT,biiiobiiiiiiobiiiiiiiii,"[(0, 4), (5, 12), (13, 23)]"
AP&M.BSMTW-HALL.DMPR-CMD,AP&M.BSMTW-HALL.DMPR-CMD,biiiobiiiiiiiiiobiiiiiii,"[(0, 4), (5, 15), (16, 24)]"
AP&M.RM-4442.DMPR-POS,AP&M.RM-0000.DMPR-POS,biiiobiiiiiiobiiiiiii,"[(0, 4), (5, 12), (13, 21)]"
AP&M.RM-3302I.DMPR-POS,AP&M.RM-0000I.DMPR-POS,biiiobiiiiiiiobiiiiiii,"[(0, 4), (5, 13), (14, 22)]"
AP&M.RM-3202.AHTG-STPT,AP&M.RM-0000.AHTG-STPT,biiiobiiiiiiobiiiiiiii,"[(0, 4), (5, 12), (13, 22)]"
AP&M.RM-4301.ACLG-STPT,AP&M.RM-0000.ACLG-STPT,biiiobiiiiiiobiiiiiiii,"[(0, 4), (5, 12), (13, 22)]"
AP&M.RM-5218.CMAX-STPT,AP&M.RM-0000.CMAX-STPT,biiiobiiiiiiobiiiiiiii,"[(0, 4), (5, 12), (13, 22)]"
AP&M.RM-5856.OCLG-STPT,AP&M.RM-0000.OCLG-STPT,biiiobiiiiiiobiiiiiiii,"[(0, 4), (5, 12), (13, 22)]"
AP&M.RM-4816.OHMIN-STPT,AP&M.RM-0000.OHMIN-STPT,biiiobiiiiiiobiiiiiiiii,"[(0, 4), (5, 12), (13, 23)]"
AP&M.RM-B412.AHTG-STPT,AP&M.RM-B000.AHTG-STPT,biiiobiiiiiiobiiiiiiii,"[(0, 4), (5, 12), (13, 22)]"
AP&M.RM-5101.AHTG-STPT,AP&M.RM-0000.AHTG-STPT,biiiobiiiiiiobiiiiiiii,"[(0, 4), (5, 12), (13, 22)]"
AP&M CHW-DX050 CHWSYS-RUN,AP&M CHW-DX000 CHWSYS-RUN,biiiobiiiiiiiiobiiiiiiiii,"[(0, 4), (5, 14), (15, 25)]"
AP&M.RM-2301B.AHTG-STPT,AP&M.RM-0000B.AHTG-STPT,biiiobiiiiiiiobiiiiiiii,"[(0, 4), (5, 13), (14, 23)]"
AP&M.RM-5218.CO2-LVL,AP&M.RM-0000.CO0-LVL,biiiobiiiiiiobiiiiii,"[(0, 4), (5, 12), (13, 20)]"
SATSTPT-MAX,SATSTPT-MAX,biiiiiiiiii,"[(0, 11)]"
SATSTPT-MIN,SATSTPT-MIN,biiiiiiiiii,"[(0, 11)]"
AP&M.AHU3-LVFD.DRV-TMP,AP&M.AHU0-LVFD.DRV-TMP,biiiobiiiobiiiiiiiiiii,"[(0, 4), (5, 9), (10, 22)]"
AP&M.RM-3108.OCC-CMD,AP&M.RM-0000.OCC-CMD,biiiobiiiiiiobiiiiii,"[(0, 4), (5, 12), (13, 20)]"
AP&M.RM-7421.CO2-LVL,AP&M.RM-0000.CO0-LVL,biiiobiiiiiiobiiiiii,"[(0, 4), (5, 12), (13, 20)]"
AP&M.RM-4301.OCC-CMD,AP&M.RM-0000.OCC-CMD,biiiobiiiiiiobiiiiii,"[(0, 4), (5, 12), (13, 20)]"
VFD-RUN,VFD-RUN,biiiiii,"[(0, 7)]"
AP&M.AHU2-RVFD.FWDREV-STS,AP&M.AHU0-RVFD.FWDREV-STS,biiiobiiiobiiiiiiiiiiiiii,"[(0, 4), (5, 9), (10, 25)]"
AP&M CHW-DX050 CHW-DP,AP&M CHW-DX000 CHW-DP,biiiobiiiiiiiiobiiiii,"[(0, 4), (5, 14), (15, 21)]"
AP&M.RM-3731.WC-ADJ,AP&M.RM-0000.WC-ADJ,biiiobiiiiiiobiiiii,"[(0, 4), (5, 12), (13, 19)]"
AP&M.RM-B402.BOX-MODE,AP&M.RM-B000.BOX-MODE,biiiobiiiiiiobiiiiiii,"[(0, 4), (5, 12), (13, 21)]"
AP&M.RM-5839.OCMIN-STPT,AP&M.RM-0000.OCMIN-STPT,biiiobiiiiiiobiiiiiiiii,"[(0, 4), (5, 12), (13, 23)]"
AP&M.RM-1704.DMPR-CMD,AP&M.RM-0000.DMPR-CMD,biiiobiiiiiiobiiiiiii,"[(0, 4), (5, 12), (13, 21)]"
AP&M.HX-1.HX1-IT,AP&M.HX-0.HX0-IT,biiiobiiiobiiiii,"[(0, 4), (5, 9), (10, 16)]"
AP&M.RM-5101.WC-ADJ,AP&M.RM-0000.WC-ADJ,biiiobiiiiiiobiiiii,"[(0, 4), (5, 12), (13, 19)]"
AP&M.RM-3202.SUP-FLOW,AP&M.RM-0000.SUP-FLOW,biiiobiiiiiiobiiiiiii,"[(0, 4), (5, 12), (13, 21)]"
FLT-RST,FLT-RST,biiiiii,"[(0, 7)]"
CHWDP-DIFF,CHWDP-DIFF,biiiiiiiii,"[(0, 10)]"
AP&M.RM-B349B.AHTG-STPT,AP&M.RM-B000B.AHTG-STPT,biiiobiiiiiiiobiiiiiiii,"[(0, 4), (5, 13), (14, 23)]"
RM-5331.DMPR-POS,RM-0000.DMPR-POS,biiiiiiobiiiiiii,"[(0, 7), (8, 16)]"
AP&M.RM-1202.WC-ADJ,AP&M.RM-0000.WC-ADJ,biiiobiiiiiiobiiiii,"[(0, 4), (5, 12), (13, 19)]"
AP&M.RM-4301.COM-STPT,AP&M.RM-0000.COM-STPT,biiiobiiiiiiobiiiiiii,"[(0, 4), (5, 12), (13, 21)]"
AP&M.RM-1408.OHTG-STPT,AP&M.RM-0000.OHTG-STPT,biiiobiiiiiiobiiiiiiii,"[(0, 4), (5, 12), (13, 22)]"
AP&M.EF7-VFD.DRV-TMP,AP&M.EF0-VFD.DRV-TMP,biiiobiiobiiiiiiiiii,"[(0, 4), (5, 8), (9, 20)]"
AP&M.EF-29.EA29-SP,AP&M.EF-00.EA00-SP,biiiobiiiiobiiiiii,"[(0, 4), (5, 10), (11, 18)]"
AP&M.RM-4101.OCC-CMD,AP&M.RM-0000.OCC-CMD,biiiobiiiiiiobiiiiii,"[(0, 4), (5, 12), (13, 20)]"
AP&M.AHU2-LVFD.ENERGY-K,AP&M.AHU0-LVFD.ENERGY-K,biiiobiiiobiiiiiiiiiiii,"[(0, 4), (5, 9), (10, 23)]"
CMAXFLO,CMAXFLO,biiiiii,"[(0, 7)]"
LAST-FLT,LAST-FLT,biiiiiii,"[(0, 8)]"
AP&M.RM-B337B.AHTG-STPT,AP&M.RM-B000B.AHTG-STPT,biiiobiiiiiiiobiiiiiiii,"[(0, 4), (5, 13), (14, 23)]"
AP&M.RM-4731.OCC-CMD,AP&M.RM-0000.OCC-CMD,biiiobiiiiiiobiiiiii,"[(0, 4), (5, 12), (13, 20)]"
AP&M.RM-B301WB.AHTG-STPT,AP&M.RM-B000WB.AHTG-STPT,biiiobiiiiiiiiobiiiiiiii,"[(0, 4), (5, 14), (15, 24)]"
AP&M.RM-B432.OHMIN-STPT,AP&M.RM-B000.OHMIN-STPT,biiiobiiiiiiobiiiiiiiii,"[(0, 4), (5, 12), (13, 23)]"
AP&M.RM-3302B.DMPR-POS,AP&M.RM-0000B.DMPR-POS,biiiobiiiiiiiobiiiiiii,"[(0, 4), (5, 13), (14, 22)]"
AP&M.2FLE-HALL.OCLG-STPT,AP&M.0FLE-HALL.OCLG-STPT,biiiobiiiiiiiiobiiiiiiii,"[(0, 4), (5, 14), (15, 24)]"
AP&M.RM-4260.OCC-CMD,AP&M.RM-0000.OCC-CMD,biiiobiiiiiiobiiiiii,"[(0, 4), (5, 12), (13, 20)]"
AP&M.RM-1844.OCC-CMD,AP&M.RM-0000.OCC-CMD,biiiobiiiiiiobiiiiii,"[(0, 4), (5, 12), (13, 20)]"
AP&M.EF-2.ESP-PB,AP&M.EF-0.ESP-PB,biiiobiiiobiiiii,"[(0, 4), (5, 9), (10, 16)]"
AP&M.EF8-VFD.DRV-TMP,AP&M.EF0-VFD.DRV-TMP,biiiobiiobiiiiiiiiii,"[(0, 4), (5, 8), (9, 20)]"
AP&M.RM-3301.WC-ADJ,AP&M.RM-0000.WC-ADJ,biiiobiiiiiiobiiiii,"[(0, 4), (5, 12), (13, 19)]"
AP&M LOAD SHED COMMAND,AP&M LOAD SHED COMMAND,biiiobiiiiiiiiiiiiiiii,"[(0, 4), (5, 22)]"
AP&M.RM-5301B.OHMIN-STPT,AP&M.RM-0000B.OHMIN-STPT,biiiobiiiiiiiobiiiiiiiii,"[(0, 4), (5, 13), (14, 24)]"
AP&M.RM-4402B.BOX-MODE,AP&M.RM-0000B.BOX-MODE,biiiobiiiiiiiobiiiiiii,"[(0, 4), (5, 13), (14, 22)]"
AP&M.RM-1708.CMAX-STPT,AP&M.RM-0000.CMAX-STPT,biiiobiiiiiiobiiiiiiii,"[(0, 4), (5, 12), (13, 22)]"
AP&M.RM-4731A.WC-ADJ,AP&M.RM-0000A.WC-ADJ,biiiobiiiiiiiobiiiii,"[(0, 4), (5, 13), (14, 20)]"
AP&M.RM-3816.OCC-CMD,AP&M.RM-0000.OCC-CMD,biiiobiiiiiiobiiiiii,"[(0, 4), (5, 12), (13, 20)]"
AP&M.RM-3711.OCC-CMD,AP&M.RM-0000.OCC-CMD,biiiobiiiiiiobiiiiii,"[(0, 4), (5, 12), (13, 20)]"
AP&M.RM-B412.ACLG-STPT,AP&M.RM-B000.ACLG-STPT,biiiobiiiiiiobiiiiiiii,"[(0, 4), (5, 12), (13, 22)]"
RM-5320.HTG-VLV,RM-0000.HTG-VLV,biiiiiiobiiiiii,"[(0, 7), (8, 15)]"
AP&M.RM-3311.OHMIN-STPT,AP&M.RM-0000.OHMIN-STPT,biiiobiiiiiiobiiiiiiiii,"[(0, 4), (5, 12), (13, 23)]"
AP&M.AHU3-LVFD.MAX-FREQ,AP&M.AHU0-LVFD.MAX-FREQ,biiiobiiiobiiiiiiiiiiii,"[(0, 4), (5, 9), (10, 23)]"
AP&M.RM-3161.HMAX-STPT,AP&M.RM-0000.HMAX-STPT,biiiobiiiiiiobiiiiiiii,"[(0, 4), (5, 12), (13, 22)]"
AP&M.RM-7421.DMPR-CMD,AP&M.RM-0000.DMPR-CMD,biiiobiiiiiiobiiiiiii,"[(0, 4), (5, 12), (13, 21)]"
AP&M.BSMTW-HALL.HTG-VLV,AP&M.BSMTW-HALL.HTG-VLV,biiiobiiiiiiiiiobiiiiii,"[(0, 4), (5, 15), (16, 23)]"
AP&M.RM-4856.OCC-CMD,AP&M.RM-0000.OCC-CMD,biiiobiiiiiiobiiiiii,"[(0, 4), (5, 12), (13, 20)]"
AP&M.RM-4240.SUP-FLOW,AP&M.RM-0000.SUP-FLOW,biiiobiiiiiiobiiiiiii,"[(0, 4), (5, 12), (13, 21)]"
