nameOri,nameNon,labelOri,labelSeg
SODA3R798__ARS,SODA0R000__ARS,biibibiiioobii,"[(0, 3), (3, 5), (5, 9), (11, 14)]"
SODA1R330A_AGN,SODA0R000A_AGN,biibibiiiiobii,"[(0, 3), (3, 5), (5, 10), (11, 14)]"
SODA1R184__AGN,SODA0R000__AGN,biibibiiioobii,"[(0, 3), (3, 5), (5, 9), (11, 14)]"
SODA1R438__AGN,SODA0R000__AGN,biibibiiioobii,"[(0, 3), (3, 5), (5, 9), (11, 14)]"
SODA4R573__ARS,SODA0R000__ARS,biibibiiioobii,"[(0, 3), (3, 5), (5, 9), (11, 14)]"
SODA3E17___S_S,SODA0E00___S_S,biibibiiooobii,"[(0, 3), (3, 5), (5, 8), (11, 14)]"
SODA4R573__ART,SODA0R000__ART,biibibiiioobii,"[(0, 3), (3, 5), (5, 9), (11, 14)]"
SODA1R652__VAV,SODA0R000__VAV,biibibiiioobii,"[(0, 3), (3, 5), (5, 9), (11, 14)]"
SODA1R288__TMR,SODA0R000__TMR,biibibiiioobii,"[(0, 3), (3, 5), (5, 9), (11, 14)]"
SODA4R543__ASO,SODA0R000__ASO,biibibiiioobii,"[(0, 3), (3, 5), (5, 9), (11, 14)]"
SODA2__LOW_RAT,SODA0__LOW_RAT,biibioobiiiiii,"[(0, 3), (3, 5), (7, 14)]"
SODA1R784__AGN,SODA0R000__AGN,biibibiiioobii,"[(0, 3), (3, 5), (5, 9), (11, 14)]"
SODC1SP04__FLT,SODC0SP00__FLT,biibiibiioobii,"[(0, 3), (3, 6), (6, 9), (11, 14)]"
SODA4R779__ART,SODA0R000__ART,biibibiiioobii,"[(0, 3), (3, 5), (5, 9), (11, 14)]"
SODA4R779__ARS,SODA0R000__ARS,biibibiiioobii,"[(0, 3), (3, 5), (5, 9), (11, 14)]"
SODA3R331_RVAV,SODA0R000_RVAV,biibibiiiobiii,"[(0, 3), (3, 5), (5, 9), (10, 14)]"
SODA1R678__ASO,SODA0R000__ASO,biibibiiioobii,"[(0, 3), (3, 5), (5, 9), (11, 14)]"
SODA4R465C_ASO,SODA0R000C_ASO,biibibiiiiobii,"[(0, 3), (3, 5), (5, 10), (11, 14)]"
SODC1SP04__STA,SODC0SP00__STA,biibiibiioobii,"[(0, 3), (3, 6), (6, 9), (11, 14)]"
SODA1R430__ARS,SODA0R000__ARS,biibibiiioobii,"[(0, 3), (3, 5), (5, 9), (11, 14)]"
SODA1R430__ART,SODA0R000__ART,biibibiiioobii,"[(0, 3), (3, 5), (5, 9), (11, 14)]"
SODA3R385_RVAV,SODA0R000_RVAV,biibibiiiobiii,"[(0, 3), (3, 5), (5, 9), (10, 14)]"
SODA4R635__ASO,SODA0R000__ASO,biibibiiioobii,"[(0, 3), (3, 5), (5, 9), (11, 14)]"
SODA3C511__ART,SODA0C000__ART,biibibiiioobii,"[(0, 3), (3, 5), (5, 9), (11, 14)]"
SODA4E19DP_STA,SODA0E00DP_STA,biibibiibiiiii,"[(0, 3), (3, 5), (5, 8), (8, 14)]"
SODA3R629_RVAV,SODA0R000_RVAV,biibibiiiobiii,"[(0, 3), (3, 5), (5, 9), (10, 14)]"
SODA1R566__AGN,SODA0R000__AGN,biibibiiioobii,"[(0, 3), (3, 5), (5, 9), (11, 14)]"
SODA3____CURTL,SODA0____CURTL,biibioooobiiii,"[(0, 3), (3, 5), (9, 14)]"
SODC3P10___FLT,SODC0P00___FLT,biibibiiooobii,"[(0, 3), (3, 5), (5, 8), (11, 14)]"
SODA1R316__VAV,SODA0R000__VAV,biibibiiioobii,"[(0, 3), (3, 5), (5, 9), (11, 14)]"
SODA4R535__ARS,SODA0R000__ARS,biibibiiioobii,"[(0, 3), (3, 5), (5, 9), (11, 14)]"
SODA4R535__ART,SODA0R000__ART,biibibiiioobii,"[(0, 3), (3, 5), (5, 9), (11, 14)]"
SODA1C300B_VAV,SODA0C000B_VAV,biibibiiiiobii,"[(0, 3), (3, 5), (5, 10), (11, 14)]"
SODA1R376A_ASO,SODA0R000A_ASO,biibibiiiiobii,"[(0, 3), (3, 5), (5, 10), (11, 14)]"
SODA1R582__ASO,SODA0R000__ASO,biibibiiioobii,"[(0, 3), (3, 5), (5, 9), (11, 14)]"
SODA4R543__ARS,SODA0R000__ARS,biibibiiioobii,"[(0, 3), (3, 5), (5, 9), (11, 14)]"
SODA1R277__ART,SODA0R000__ART,biibibiiioobii,"[(0, 3), (3, 5), (5, 9), (11, 14)]"
SODA1R271__ASO,SODA0R000__ASO,biibibiiioobii,"[(0, 3), (3, 5), (5, 9), (11, 14)]"
SODA1R277__ARS,SODA0R000__ARS,biibibiiioobii,"[(0, 3), (3, 5), (5, 9), (11, 14)]"
SODA3R385__AGN,SODA0R000__AGN,biibibiiioobii,"[(0, 3), (3, 5), (5, 9), (11, 14)]"
SODA1R280__VAV,SODA0R000__VAV,biibibiiioobii,"[(0, 3), (3, 5), (5, 9), (11, 14)]"
SODA4R349__AGN,SODA0R000__AGN,biibibiiioobii,"[(0, 3), (3, 5), (5, 9), (11, 14)]"
SODA1R684__VAV,SODA0R000__VAV,biibibiiioobii,"[(0, 3), (3, 5), (5, 9), (11, 14)]"
SODA3R419__AGN,SODA0R000__AGN,biibibiiioobii,"[(0, 3), (3, 5), (5, 9), (11, 14)]"
SODA4R533_RVAV,SODA0R000_RVAV,biibibiiiobiii,"[(0, 3), (3, 5), (5, 9), (10, 14)]"
SODA3R687__ART,SODA0R000__ART,biibibiiioobii,"[(0, 3), (3, 5), (5, 9), (11, 14)]"
SODA3R687__ARS,SODA0R000__ARS,biibibiiioobii,"[(0, 3), (3, 5), (5, 9), (11, 14)]"
SODA1R420__ASO,SODA0R000__ASO,biibibiiioobii,"[(0, 3), (3, 5), (5, 9), (11, 14)]"
SODC3A33___STA,SODC0A00___STA,biibibiiooobii,"[(0, 3), (3, 5), (5, 8), (11, 14)]"
SODA3C711__ARS,SODA0C000__ARS,biibibiiioobii,"[(0, 3), (3, 5), (5, 9), (11, 14)]"
SODA4R671__ASO,SODA0R000__ASO,biibibiiioobii,"[(0, 3), (3, 5), (5, 9), (11, 14)]"
SODA3C711__ART,SODA0C000__ART,biibibiiioobii,"[(0, 3), (3, 5), (5, 9), (11, 14)]"
SODA1R444__AGN,SODA0R000__AGN,biibibiiioobii,"[(0, 3), (3, 5), (5, 9), (11, 14)]"
SODA4R337_RVAV,SODA0R000_RVAV,biibibiiiobiii,"[(0, 3), (3, 5), (5, 9), (10, 14)]"
SODA1E13___SPR,SODA0E00___SPR,biibibiiooobii,"[(0, 3), (3, 5), (5, 8), (11, 14)]"
SODA3R323__ART,SODA0R000__ART,biibibiiioobii,"[(0, 3), (3, 5), (5, 9), (11, 14)]"
SODA3R323__ARS,SODA0R000__ARS,biibibiiioobii,"[(0, 3), (3, 5), (5, 9), (11, 14)]"
SODA4R349_RVAV,SODA0R000_RVAV,biibibiiiobiii,"[(0, 3), (3, 5), (5, 9), (10, 14)]"
SODA3R625__AGN,SODA0R000__AGN,biibibiiioobii,"[(0, 3), (3, 5), (5, 9), (11, 14)]"
SODA1R465_6AGN,SODA0R000_0AGN,biibibiiiiibii,"[(0, 3), (3, 5), (5, 11), (11, 14)]"
SODA1R442__ARS,SODA0R000__ARS,biibibiiioobii,"[(0, 3), (3, 5), (5, 9), (11, 14)]"
SODA1R465B_AGN,SODA0R000B_AGN,biibibiiiiobii,"[(0, 3), (3, 5), (5, 10), (11, 14)]"
SODA1R434__AGN,SODA0R000__AGN,biibibiiioobii,"[(0, 3), (3, 5), (5, 9), (11, 14)]"
SODA4R365__ART,SODA0R000__ART,biibibiiioobii,"[(0, 3), (3, 5), (5, 9), (11, 14)]"
SODA4R447__ASO,SODA0R000__ASO,biibibiiioobii,"[(0, 3), (3, 5), (5, 9), (11, 14)]"
SODA4R365__ARS,SODA0R000__ARS,biibibiiioobii,"[(0, 3), (3, 5), (5, 9), (11, 14)]"
SODA1R410A_AGN,SODA0R000A_AGN,biibibiiiiobii,"[(0, 3), (3, 5), (5, 10), (11, 14)]"
SODA4R341__AGN,SODA0R000__AGN,biibibiiioobii,"[(0, 3), (3, 5), (5, 9), (11, 14)]"
SODA1R542__AGN,SODA0R000__AGN,biibibiiioobii,"[(0, 3), (3, 5), (5, 9), (11, 14)]"
SODA3R723__ARS,SODA0R000__ARS,biibibiiioobii,"[(0, 3), (3, 5), (5, 9), (11, 14)]"
SODA3R723__ART,SODA0R000__ART,biibibiiioobii,"[(0, 3), (3, 5), (5, 9), (11, 14)]"
SODA4R441__AGN,SODA0R000__AGN,biibibiiioobii,"[(0, 3), (3, 5), (5, 9), (11, 14)]"
SODA4R731__ARS,SODA0R000__ARS,biibibiiioobii,"[(0, 3), (3, 5), (5, 9), (11, 14)]"
SODA3R695__AGN,SODA0R000__AGN,biibibiiioobii,"[(0, 3), (3, 5), (5, 9), (11, 14)]"
SODA4R731__ART,SODA0R000__ART,biibibiiioobii,"[(0, 3), (3, 5), (5, 9), (11, 14)]"
SODA3R583__AGN,SODA0R000__AGN,biibibiiioobii,"[(0, 3), (3, 5), (5, 9), (11, 14)]"
SODE01B____S_S,SODE00B____S_S,biibiiioooobii,"[(0, 3), (3, 7), (11, 14)]"
SODA3R685__AGN,SODA0R000__AGN,biibibiiioobii,"[(0, 3), (3, 5), (5, 9), (11, 14)]"
SODA3R621_RVAV,SODA0R000_RVAV,biibibiiiobiii,"[(0, 3), (3, 5), (5, 9), (10, 14)]"
SODC3A40___STA,SODC0A00___STA,biibibiiooobii,"[(0, 3), (3, 5), (5, 8), (11, 14)]"
SODC2______L_L,SODC0______L_L,biibioooooobii,"[(0, 3), (3, 5), (11, 14)]"
SODA1R442__ASO,SODA0R000__ASO,biibibiiioobii,"[(0, 3), (3, 5), (5, 9), (11, 14)]"
SODA1R438__ARS,SODA0R000__ARS,biibibiiioobii,"[(0, 3), (3, 5), (5, 9), (11, 14)]"
SODA4R675__ARS,SODA0R000__ARS,biibibiiioobii,"[(0, 3), (3, 5), (5, 9), (11, 14)]"
SODA4R675__ART,SODA0R000__ART,biibibiiioobii,"[(0, 3), (3, 5), (5, 9), (11, 14)]"
SODA1R438__ART,SODA0R000__ART,biibibiiioobii,"[(0, 3), (3, 5), (5, 9), (11, 14)]"
SODA1R498__ART,SODA0R000__ART,biibibiiioobii,"[(0, 3), (3, 5), (5, 9), (11, 14)]"
SODA3R725_RVAV,SODA0R000_RVAV,biibibiiiobiii,"[(0, 3), (3, 5), (5, 9), (10, 14)]"
SODA1R498__ARS,SODA0R000__ARS,biibibiiioobii,"[(0, 3), (3, 5), (5, 9), (11, 14)]"
SODA1R430__ASO,SODA0R000__ASO,biibibiiioobii,"[(0, 3), (3, 5), (5, 9), (11, 14)]"
SODA1R284__ASO,SODA0R000__ASO,biibibiiioobii,"[(0, 3), (3, 5), (5, 9), (11, 14)]"
SODA3C711_RVAV,SODA0C000_RVAV,biibibiiiobiii,"[(0, 3), (3, 5), (5, 9), (10, 14)]"
SODA4R465C_ART,SODA0R000C_ART,biibibiiiiobii,"[(0, 3), (3, 5), (5, 10), (11, 14)]"
SODA4R465C_ARS,SODA0R000C_ARS,biibibiiiiobii,"[(0, 3), (3, 5), (5, 10), (11, 14)]"
SODA3E17DP_STA,SODA0E00DP_STA,biibibiibiiiii,"[(0, 3), (3, 5), (5, 8), (8, 14)]"
SODC3A38___ALM,SODC0A00___ALM,biibibiiooobii,"[(0, 3), (3, 5), (5, 8), (11, 14)]"
SODC1SP04_FAIL,SODC0SP00_FAIL,biibiibiiobiii,"[(0, 3), (3, 6), (6, 9), (10, 14)]"
SODC3P09DP_STA,SODC0P00DP_STA,biibibiibiiiii,"[(0, 3), (3, 5), (5, 8), (8, 14)]"
SODA1R284__ARS,SODA0R000__ARS,biibibiiioobii,"[(0, 3), (3, 5), (5, 9), (11, 14)]"
SODA3R329__ART,SODA0R000__ART,biibibiiioobii,"[(0, 3), (3, 5), (5, 9), (11, 14)]"
SODA3R579__ASO,SODA0R000__ASO,biibibiiioobii,"[(0, 3), (3, 5), (5, 9), (11, 14)]"
SODA4R345__ART,SODA0R000__ART,biibibiiioobii,"[(0, 3), (3, 5), (5, 9), (11, 14)]"
SODA4R345__ARS,SODA0R000__ARS,biibibiiioobii,"[(0, 3), (3, 5), (5, 9), (11, 14)]"
SODA3R798__VAV,SODA0R000__VAV,biibibiiioobii,"[(0, 3), (3, 5), (5, 9), (11, 14)]"
SODA4R567__ARS,SODA0R000__ARS,biibibiiioobii,"[(0, 3), (3, 5), (5, 9), (11, 14)]"
SODA4R567__ART,SODA0R000__ART,biibibiiioobii,"[(0, 3), (3, 5), (5, 9), (11, 14)]"
SODA3R795__AGN,SODA0R000__AGN,biibibiiioobii,"[(0, 3), (3, 5), (5, 9), (11, 14)]"
SODA1R284__ART,SODA0R000__ART,biibibiiioobii,"[(0, 3), (3, 5), (5, 9), (11, 14)]"
SODA4R775__AGN,SODA0R000__AGN,biibibiiioobii,"[(0, 3), (3, 5), (5, 9), (11, 14)]"
SODA1R352__VAV,SODA0R000__VAV,biibibiiioobii,"[(0, 3), (3, 5), (5, 9), (11, 14)]"
SODA1R190A_ASO,SODA0R000A_ASO,biibibiiiiobii,"[(0, 3), (3, 5), (5, 10), (11, 14)]"
SODA1R271__ARS,SODA0R000__ARS,biibibiiioobii,"[(0, 3), (3, 5), (5, 9), (11, 14)]"
SODA1R271__ART,SODA0R000__ART,biibibiiioobii,"[(0, 3), (3, 5), (5, 9), (11, 14)]"
SODFC01B___S_S,SODFC00B___S_S,biibiiiiooobii,"[(0, 3), (3, 8), (11, 14)]"
SODA1R376A_ART,SODA0R000A_ART,biibibiiiiobii,"[(0, 3), (3, 5), (5, 10), (11, 14)]"
SODA1R376A_ARS,SODA0R000A_ARS,biibibiiiiobii,"[(0, 3), (3, 5), (5, 10), (11, 14)]"
SODA4R551__AGN,SODA0R000__AGN,biibibiiioobii,"[(0, 3), (3, 5), (5, 9), (11, 14)]"
SODA1R342__ART,SODA0R000__ART,biibibiiioobii,"[(0, 3), (3, 5), (5, 9), (11, 14)]"
SODA1R342__ARS,SODA0R000__ARS,biibibiiioobii,"[(0, 3), (3, 5), (5, 9), (11, 14)]"
SODA1R320__VAV,SODA0R000__VAV,biibibiiioobii,"[(0, 3), (3, 5), (5, 9), (11, 14)]"
SODA4R445__AGN,SODA0R000__AGN,biibibiiioobii,"[(0, 3), (3, 5), (5, 9), (11, 14)]"
SODA4R465C_RVP,SODA0R000C_RVP,biibibiiiiobii,"[(0, 3), (3, 5), (5, 10), (11, 14)]"
SODA1R283E_VAV,SODA0R000E_VAV,biibibiiiiobii,"[(0, 3), (3, 5), (5, 10), (11, 14)]"
SODA1R420__ART,SODA0R000__ART,biibibiiioobii,"[(0, 3), (3, 5), (5, 9), (11, 14)]"
SODA1R277__AGN,SODA0R000__AGN,biibibiiioobii,"[(0, 3), (3, 5), (5, 9), (11, 14)]"
SODA3R315__AGN,SODA0R000__AGN,biibibiiioobii,"[(0, 3), (3, 5), (5, 9), (11, 14)]"
SODA3R579__ARS,SODA0R000__ARS,biibibiiioobii,"[(0, 3), (3, 5), (5, 9), (11, 14)]"
SODA4R580_RVAV,SODA0R000_RVAV,biibibiiiobiii,"[(0, 3), (3, 5), (5, 9), (10, 14)]"
SODA1R682__ASO,SODA0R000__ASO,biibibiiioobii,"[(0, 3), (3, 5), (5, 9), (11, 14)]"
SODA1R784__ASO,SODA0R000__ASO,biibibiiioobii,"[(0, 3), (3, 5), (5, 9), (11, 14)]"
SODA1R582__VAV,SODA0R000__VAV,biibibiiioobii,"[(0, 3), (3, 5), (5, 9), (11, 14)]"
SODA3R321__ASO,SODA0R000__ASO,biibibiiioobii,"[(0, 3), (3, 5), (5, 9), (11, 14)]"
SODA1R784__ART,SODA0R000__ART,biibibiiioobii,"[(0, 3), (3, 5), (5, 9), (11, 14)]"
SODA1R784__ARS,SODA0R000__ARS,biibibiiioobii,"[(0, 3), (3, 5), (5, 9), (11, 14)]"
SODA3R383__ARS,SODA0R000__ARS,biibibiiioobii,"[(0, 3), (3, 5), (5, 9), (11, 14)]"
SODA1F2_VAV_MX,SODA0F0_VAV_MX,biibibiobiiiii,"[(0, 3), (3, 5), (5, 7), (8, 14)]"
SODA3R413__AGN,SODA0R000__AGN,biibibiiioobii,"[(0, 3), (3, 5), (5, 9), (11, 14)]"
SODA1F2_VAV_MN,SODA0F0_VAV_MN,biibibiobiiiii,"[(0, 3), (3, 5), (5, 7), (8, 14)]"
SODA3R315_RVAV,SODA0R000_RVAV,biibibiiiobiii,"[(0, 3), (3, 5), (5, 9), (10, 14)]"
SODA1R280__AGN,SODA0R000__AGN,biibibiiioobii,"[(0, 3), (3, 5), (5, 9), (11, 14)]"
SODA1R330B_AGN,SODA0R000B_AGN,biibibiiiiobii,"[(0, 3), (3, 5), (5, 10), (11, 14)]"
SODA3R323__AGN,SODA0R000__AGN,biibibiiioobii,"[(0, 3), (3, 5), (5, 9), (11, 14)]"
SODA4R465_3ART,SODA0R000_0ART,biibibiiiiibii,"[(0, 3), (3, 5), (5, 11), (11, 14)]"
SODA4R465_3ARS,SODA0R000_0ARS,biibibiiiiibii,"[(0, 3), (3, 5), (5, 11), (11, 14)]"
SODA3R689__AGN,SODA0R000__AGN,biibibiiioobii,"[(0, 3), (3, 5), (5, 9), (11, 14)]"
SODA1R342__VAV,SODA0R000__VAV,biibibiiioobii,"[(0, 3), (3, 5), (5, 9), (11, 14)]"
SODC3P10DP_STA,SODC0P00DP_STA,biibibiibiiiii,"[(0, 3), (3, 5), (5, 8), (8, 14)]"
SODA3R698__VAV,SODA0R000__VAV,biibibiiioobii,"[(0, 3), (3, 5), (5, 9), (11, 14)]"
SODA1R290__ARS,SODA0R000__ARS,biibibiiioobii,"[(0, 3), (3, 5), (5, 9), (11, 14)]"
SODA1R290__ART,SODA0R000__ART,biibibiiioobii,"[(0, 3), (3, 5), (5, 9), (11, 14)]"
SODA1R444__VAV,SODA0R000__VAV,biibibiiioobii,"[(0, 3), (3, 5), (5, 9), (11, 14)]"
SODA4R343__AGN,SODA0R000__AGN,biibibiiioobii,"[(0, 3), (3, 5), (5, 9), (11, 14)]"
SODA1R434_RVAV,SODA0R000_RVAV,biibibiiiobiii,"[(0, 3), (3, 5), (5, 9), (10, 14)]"
SODA4R445_RVAV,SODA0R000_RVAV,biibibiiiobiii,"[(0, 3), (3, 5), (5, 9), (10, 14)]"
SODA1____OCCPY,SODA0____OCCPY,biibioooobiiii,"[(0, 3), (3, 5), (9, 14)]"
SODA1R514__ASO,SODA0R000__ASO,biibibiiioobii,"[(0, 3), (3, 5), (5, 9), (11, 14)]"
SODA3R687__ASO,SODA0R000__ASO,biibibiiioobii,"[(0, 3), (3, 5), (5, 9), (11, 14)]"
SODA1R340__TMR,SODA0R000__TMR,biibibiiioobii,"[(0, 3), (3, 5), (5, 9), (11, 14)]"
SODA3R685__ARS,SODA0R000__ARS,biibibiiioobii,"[(0, 3), (3, 5), (5, 9), (11, 14)]"
SODA1R190B_ART,SODA0R000B_ART,biibibiiiiobii,"[(0, 3), (3, 5), (5, 10), (11, 14)]"
SODA1R190B_ARS,SODA0R000B_ARS,biibibiiiiobii,"[(0, 3), (3, 5), (5, 10), (11, 14)]"
SODA3R685__ART,SODA0R000__ART,biibibiiioobii,"[(0, 3), (3, 5), (5, 9), (11, 14)]"
SODA1R364__VAV,SODA0R000__VAV,biibibiiioobii,"[(0, 3), (3, 5), (5, 9), (11, 14)]"
SODA4R345__ASO,SODA0R000__ASO,biibibiiioobii,"[(0, 3), (3, 5), (5, 9), (11, 14)]"
SODA3R517__AGN,SODA0R000__AGN,biibibiiioobii,"[(0, 3), (3, 5), (5, 9), (11, 14)]"
SODA1C700D_ART,SODA0C000D_ART,biibibiiiiobii,"[(0, 3), (3, 5), (5, 10), (11, 14)]"
SODA1R184__ASO,SODA0R000__ASO,biibibiiioobii,"[(0, 3), (3, 5), (5, 9), (11, 14)]"
SODA3R623__AGN,SODA0R000__AGN,biibibiiioobii,"[(0, 3), (3, 5), (5, 9), (11, 14)]"
SODA1R398__ARS,SODA0R000__ARS,biibibiiioobii,"[(0, 3), (3, 5), (5, 9), (11, 14)]"
SODA4R447__ARS,SODA0R000__ARS,biibibiiioobii,"[(0, 3), (3, 5), (5, 9), (11, 14)]"
SODA4R447__ART,SODA0R000__ART,biibibiiioobii,"[(0, 3), (3, 5), (5, 9), (11, 14)]"
SODA3R319__ART,SODA0R000__ART,biibibiiioobii,"[(0, 3), (3, 5), (5, 9), (11, 14)]"
SODA4R741_RVAV,SODA0R000_RVAV,biibibiiiobiii,"[(0, 3), (3, 5), (5, 9), (10, 14)]"
SODA3R319__ARS,SODA0R000__ARS,biibibiiioobii,"[(0, 3), (3, 5), (5, 9), (11, 14)]"
SODA4R445__ASO,SODA0R000__ASO,biibibiiioobii,"[(0, 3), (3, 5), (5, 9), (11, 14)]"
SODA1R342__ASO,SODA0R000__ASO,biibibiiioobii,"[(0, 3), (3, 5), (5, 9), (11, 14)]"
SODA1R726__VAV,SODA0R000__VAV,biibibiiioobii,"[(0, 3), (3, 5), (5, 9), (11, 14)]"
SODA1R410B_ART,SODA0R000B_ART,biibibiiiiobii,"[(0, 3), (3, 5), (5, 10), (11, 14)]"
SODA1R410B_ARS,SODA0R000B_ARS,biibibiiiiobii,"[(0, 3), (3, 5), (5, 10), (11, 14)]"
SODC2______SWS,SODC0______SWS,biibioooooobii,"[(0, 3), (3, 5), (11, 14)]"
SODC2______SWT,SODC0______SWT,biibioooooobii,"[(0, 3), (3, 5), (11, 14)]"
SODA1R442__ART,SODA0R000__ART,biibibiiioobii,"[(0, 3), (3, 5), (5, 9), (11, 14)]"
SODA1R438__ASO,SODA0R000__ASO,biibibiiioobii,"[(0, 3), (3, 5), (5, 9), (11, 14)]"
SODA4R675__ASO,SODA0R000__ASO,biibibiiioobii,"[(0, 3), (3, 5), (5, 9), (11, 14)]"
SODA1R320__ARS,SODA0R000__ARS,biibibiiioobii,"[(0, 3), (3, 5), (5, 9), (11, 14)]"
SODA1R320__ART,SODA0R000__ART,biibibiiioobii,"[(0, 3), (3, 5), (5, 9), (11, 14)]"
SODA4R580__AGN,SODA0R000__AGN,biibibiiioobii,"[(0, 3), (3, 5), (5, 9), (11, 14)]"
SODA3R529__ASO,SODA0R000__ASO,biibibiiioobii,"[(0, 3), (3, 5), (5, 9), (11, 14)]"
SODA1R734__ASO,SODA0R000__ASO,biibibiiioobii,"[(0, 3), (3, 5), (5, 9), (11, 14)]"
SODA1R380__AGN,SODA0R000__AGN,biibibiiioobii,"[(0, 3), (3, 5), (5, 9), (11, 14)]"
SODA1E13___S_S,SODA0E00___S_S,biibibiiooobii,"[(0, 3), (3, 5), (5, 8), (11, 14)]"
SODA4R531__ASO,SODA0R000__ASO,biibibiiioobii,"[(0, 3), (3, 5), (5, 9), (11, 14)]"
SODA3R517_RVAV,SODA0R000_RVAV,biibibiiiobiii,"[(0, 3), (3, 5), (5, 9), (10, 14)]"
SODA4R367__AGN,SODA0R000__AGN,biibibiiioobii,"[(0, 3), (3, 5), (5, 9), (11, 14)]"
SODA1R498__ASO,SODA0R000__ASO,biibibiiioobii,"[(0, 3), (3, 5), (5, 9), (11, 14)]"
SODA3R789__ASO,SODA0R000__ASO,biibibiiioobii,"[(0, 3), (3, 5), (5, 9), (11, 14)]"
SODA3R321__ART,SODA0R000__ART,biibibiiioobii,"[(0, 3), (3, 5), (5, 9), (11, 14)]"
SODA3R321__ARS,SODA0R000__ARS,biibibiiioobii,"[(0, 3), (3, 5), (5, 9), (11, 14)]"
SODH1P01DP_STA,SODH0P00DP_STA,biibibiibiiiii,"[(0, 3), (3, 5), (5, 8), (8, 14)]"
SODA3R621__ART,SODA0R000__ART,biibibiiioobii,"[(0, 3), (3, 5), (5, 9), (11, 14)]"
SODA3R621__ARS,SODA0R000__ARS,biibibiiioobii,"[(0, 3), (3, 5), (5, 9), (11, 14)]"
SODA4R643__AGN,SODA0R000__AGN,biibibiiioobii,"[(0, 3), (3, 5), (5, 9), (11, 14)]"
SODA4R333_RVAV,SODA0R000_RVAV,biibibiiiobiii,"[(0, 3), (3, 5), (5, 9), (10, 14)]"
